fund_id,fonds,jaar,veld,database,verslag,actie,pagina,vindplaats
108,ING (Stichting Pensioenfonds ING),2025,deelnemers_slapers,10851,36649,vervangen,4,Gewezen deelnemers 36.649 (2025) | 38.146 (2024)
108,ING (Stichting Pensioenfonds ING),2025,deelnemers_pensioengerechtigd,1681,26728,vervangen,4,Totaal pensioengerechtigden 26.728 (2025) | 25.995 (2024)
108,ING (Stichting Pensioenfonds ING),2025,deelnemers_totaal,17357,63741,vervangen,4,Totaal aantal deelnemers 63.741 (2025) | 64.546 (2024)
108,ING (Stichting Pensioenfonds ING),2024,nominale_dekkingsgraad_pct,,136.6,gevuld,23,"De nominale DNB-dekkingsgraad nam toe van 136,6% ultimo 2024 naar 140,5% ultimo 2025."
108,ING (Stichting Pensioenfonds ING),2024,deelnemers_actief,,405,gevuld,4,Aantal deelnemers einde boekjaar: Deelnemers 364 (2025) | 405 (2024)
108,ING (Stichting Pensioenfonds ING),2024,deelnemers_slapers,,38146,gevuld,4,Gewezen deelnemers 36.649 (2025) | 38.146 (2024)
108,ING (Stichting Pensioenfonds ING),2024,deelnemers_pensioengerechtigd,,25995,gevuld,4,Totaal pensioengerechtigden 26.728 (2025) | 25.995 (2024)
108,ING (Stichting Pensioenfonds ING),2024,deelnemers_totaal,,64546,gevuld,4,Totaal aantal deelnemers 63.741 (2025) | 64.546 (2024)
110,KAS BANK,2025,nominale_dekkingsgraad_pct,,134.7,gevuld,8,"Aanwezige dekkingsgraad 2) 134,7% 124,1%"
110,KAS BANK,2025,reele_dekkingsgraad_pct,,93.4,gevuld,8,"Reële dekkingsgraad 4) 93,4% 94,2%"
110,KAS BANK,2025,deelnemers_actief,,26,gevuld,7,Actieve deelnemers 26 1) 25 1)
110,KAS BANK,2025,deelnemers_slapers,1427,1383,vervangen,7,Gewezen deelnemers 1.383 1.427
110,KAS BANK,2025,deelnemers_totaal,1864,1823,vervangen,7,Totaal 1.823 1.864
110,KAS BANK,2024,nominale_dekkingsgraad_pct,,124.1,gevuld,8,"Aanwezige dekkingsgraad 2) 134,7% 124,1%"
110,KAS BANK,2024,reele_dekkingsgraad_pct,,94.2,gevuld,8,"Reële dekkingsgraad 4) 93,4% 94,2%"
110,KAS BANK,2024,deelnemers_actief,,25,gevuld,7,Actieve deelnemers 26 1) 25 1)
110,KAS BANK,2024,deelnemers_slapers,,1427,gevuld,7,Gewezen deelnemers 1.383 1.427
110,KAS BANK,2024,deelnemers_totaal,,1864,gevuld,7,Totaal 1.823 1.864
111,KPN,2025,beleggingsrendement_pct,-3.0,-3.2,vervangen,7,"Jaarrendement portefeuille -3,2% 9,7% 7,5% (kop 2025 2024 2023)"
111,KPN,2025,nominale_dekkingsgraad_pct,,131.9,gevuld,6,"Actuele dekkingsgraad 131,9% 126,1% 122,8%"
111,KPN,2025,reele_dekkingsgraad_pct,,101.6,gevuld,129,"Reële dekkingsgraad 101,6% 99,6% (31-12-2025 31-12-2024)"
111,KPN,2025,deelnemers_actief,10952,10573,vervangen,6,"Deelnemers, actief en voortgezet 10.573 10.952 11.055"
111,KPN,2025,deelnemers_slapers,36155,35265,vervangen,6,Gewezen deelnemers 35.265 36.155 36.511
111,KPN,2025,deelnemers_pensioengerechtigd,24720,25498,vervangen,6,Pensioengerechtigden 25.498 24.720 23.926
111,KPN,2024,nominale_dekkingsgraad_pct,,126.1,gevuld,6,"Actuele dekkingsgraad 131,9% 126,1% 122,8%"
111,KPN,2024,reele_dekkingsgraad_pct,,99.6,gevuld,129,"Reële dekkingsgraad 101,6% 99,6% (31-12-2025 31-12-2024)"
112,Lloyd's Register Nederland,2025,beleggingsrendement_pct,-1.3,-1.5,vervangen,4,"Beleggingsrendement -/- 1,5% 8,7% 14,6% (kop 2025 2024 2023)"
112,Lloyd's Register Nederland,2025,nominale_dekkingsgraad_pct,,133.0,gevuld,4,"Aanwezige dekkingsgraad 133,0% 118,7% 116,7%"
112,Lloyd's Register Nederland,2025,reele_dekkingsgraad_pct,,93.0,gevuld,48,"Reële dekkingsgraad 93,0% 91,3% (31-12-2025 31-12-2024)"
112,Lloyd's Register Nederland,2025,vereiste_dekkingsgraad_pct,106.3,109.5,vervangen,4,"Vereiste dekkingsgraad 109,5% 120,0% 121,8%"
112,Lloyd's Register Nederland,2025,deelnemers_actief,351,346,vervangen,4,Actieve deelnemers 346 351 386
112,Lloyd's Register Nederland,2025,deelnemers_pensioengerechtigd,279,288,vervangen,4,Pensioengerechtigden 288 279 270
112,Lloyd's Register Nederland,2024,nominale_dekkingsgraad_pct,,118.7,gevuld,4,"Aanwezige dekkingsgraad 133,0% 118,7% 116,7%"
112,Lloyd's Register Nederland,2024,reele_dekkingsgraad_pct,,91.3,gevuld,48,"Reële dekkingsgraad 93,0% 91,3% (31-12-2025 31-12-2024)"
113,Mars,2025,nominale_dekkingsgraad_pct,,136.5,gevuld,8,Funding ratio 136.5% 138.9%
113,Mars,2025,vereiste_dekkingsgraad_pct,118.6,119.3,vervangen,17,31-Dec-2025 136.5% 136.5% 119.3% (Ongoing Solvency Margin Ratio)
113,Mars,2025,deelnemers_actief,1531,1557,vervangen,8,"Active members 1,557 1,531"
113,Mars,2025,deelnemers_slapers,1468,1517,vervangen,8,"Deferred members 1,517 1,468"
113,Mars,2025,deelnemers_pensioengerechtigd,1389,1431,vervangen,8,"Retirees 1,431 1,389"
113,Mars,2024,nominale_dekkingsgraad_pct,,138.9,gevuld,8,Funding ratio 136.5% 138.9%
113,Mars,2024,deelnemers_actief,,1531,gevuld,8,"Active members 1,557 1,531"
113,Mars,2024,deelnemers_slapers,,1468,gevuld,8,"Deferred members 1,517 1,468"
113,Mars,2024,deelnemers_pensioengerechtigd,,1389,gevuld,8,"Retirees 1,431 1,389"
115,Metro,2025,beleidsdekkingsgraad_pct,,101.0,gevuld,34,"Beleidsdekkingsgraad 101,0% 107,6%"
115,Metro,2025,nominale_dekkingsgraad_pct,,101.0,gevuld,34,"Actuele dekkingsgraad UFR 101,0% 100,9%"
115,Metro,2025,reele_dekkingsgraad_pct,,98.8,gevuld,34,"Reële dekkingsgraad 98,8% 107,5%"
115,Metro,2025,deelnemers_actief,,142,gevuld,34,Actieve deelnemers 142 (2024: 165)
115,Metro,2025,deelnemers_slapers,,5827,gevuld,34,Gewezen deelnemers 5.827 (2024: 6.074)
115,Metro,2025,deelnemers_pensioengerechtigd,,2314,gevuld,34,Pensioengerechtigden 2.314 (2024: 2.241)
115,Metro,2025,deelnemers_totaal,,8283,gevuld,34,Subtotaal 8.283 (2024: 8.480)
115,Metro,2024,nominale_dekkingsgraad_pct,,100.9,gevuld,34,"Actuele dekkingsgraad UFR 101,0% 100,9%"
116,MSD,2025,beleggingsrendement_pct,-0.5,-0.8,vervangen,10,"Beleggingsrendement -0,8% 10,4%"
116,MSD,2025,nominale_dekkingsgraad_pct,,161.0,gevuld,9,"DNB Dekkingsgraad 2) 161,0% 145,0%"
116,MSD,2025,reele_dekkingsgraad_pct,,109.4,gevuld,34,"reële FTK dekkingsgraad ultimo 2025: 109,4% (ultimo 2024: 108,2%)"
116,MSD,2025,deelnemers_actief,4027,3631,vervangen,9,Actieve deelnemers 3.631 4.027
116,MSD,2025,deelnemers_slapers,5788,6216,vervangen,9,Gewezen deelnemers 6.216 5.788
116,MSD,2025,deelnemers_pensioengerechtigd,31,2387,vervangen,9,Pensioengerechtigden 2.387 2.227
116,MSD,2025,deelnemers_totaal,9846,12234,vervangen,9,(totaalregel zonder label) 12.234 12.042; p28: 'álle 12.234 deelnemers'
116,MSD,2024,nominale_dekkingsgraad_pct,,145.0,gevuld,9,"DNB Dekkingsgraad 2) 161,0% 145,0%"
116,MSD,2024,reele_dekkingsgraad_pct,,108.2,gevuld,34,"reële FTK dekkingsgraad ultimo 2025: 109,4% (ultimo 2024: 108,2%)"
116,MSD,2024,deelnemers_actief,,4027,gevuld,9,Actieve deelnemers 3.631 4.027
116,MSD,2024,deelnemers_slapers,,5788,gevuld,9,Gewezen deelnemers 6.216 5.788
116,MSD,2024,deelnemers_pensioengerechtigd,,2227,gevuld,9,Pensioengerechtigden 2.387 2.227
116,MSD,2024,deelnemers_totaal,,12042,gevuld,9,(totaalregel zonder label) 12.234 12.042; p28: 'álle 12.234 deelnemers'
117,Nederlandse Bisdommen,2025,nominale_dekkingsgraad_pct,,160.0,gevuld,6,"Dekkingsgraad (ultimo jaar) Op basis van RTS 160,0% 150,6%"
117,Nederlandse Bisdommen,2025,reele_dekkingsgraad_pct,,120.9,gevuld,49,"Ultimo 2025 bedroeg de reële dekkingsgraad 120,9% (ultimo 2024 was dit 120,5%)"
117,Nederlandse Bisdommen,2025,deelnemers_actief,589,544,vervangen,5,Actieve deelnemers 544 589
117,Nederlandse Bisdommen,2025,deelnemers_slapers,488,457,vervangen,5,Slapers 457 488
117,Nederlandse Bisdommen,2025,deelnemers_totaal,2632,2559,vervangen,5,Totaal 2.559 2.632
117,Nederlandse Bisdommen,2024,nominale_dekkingsgraad_pct,,150.6,gevuld,6,"Dekkingsgraad (ultimo jaar) Op basis van RTS 160,0% 150,6%"
117,Nederlandse Bisdommen,2024,reele_dekkingsgraad_pct,,120.5,gevuld,49,"Ultimo 2025 bedroeg de reële dekkingsgraad 120,9% (ultimo 2024 was dit 120,5%)"
117,Nederlandse Bisdommen,2024,deelnemers_actief,,589,gevuld,5,Actieve deelnemers 544 589
117,Nederlandse Bisdommen,2024,deelnemers_slapers,,488,gevuld,5,Slapers 457 488
117,Nederlandse Bisdommen,2024,deelnemers_totaal,,2632,gevuld,5,Totaal 2.559 2.632
118,NN CDC,2025,nominale_dekkingsgraad_pct,,147.7,gevuld,7,"Aanwezige dekkingsgraad 147,7% | 123,2%"
118,NN CDC,2025,reele_dekkingsgraad_pct,,92.3,gevuld,7,"Reële dekkingsgraad 92,3% | 91,4%"
118,NN CDC,2025,deelnemers_actief,,151,gevuld,7,Actieve deelnemers 151 | 155
118,NN CDC,2025,deelnemers_slapers,11814,11521,vervangen,7,Gewezen deelnemers 11.521 | 11.814
118,NN CDC,2025,deelnemers_pensioengerechtigd,866,1028,vervangen,7,Pensioengerechtigden 1.028 | 866
118,NN CDC,2025,deelnemers_totaal,7727,12700,vervangen,7,Totaal 12.700 | 12.835
118,NN CDC,2024,nominale_dekkingsgraad_pct,,123.2,gevuld,7,"Aanwezige dekkingsgraad 147,7% | 123,2%"
118,NN CDC,2024,reele_dekkingsgraad_pct,,91.4,gevuld,7,"Reële dekkingsgraad 92,3% | 91,4%"
118,NN CDC,2024,deelnemers_actief,,155,gevuld,7,Actieve deelnemers 151 | 155
118,NN CDC,2024,deelnemers_slapers,,11814,gevuld,7,Gewezen deelnemers 11.521 | 11.814
118,NN CDC,2024,deelnemers_pensioengerechtigd,,866,gevuld,7,Pensioengerechtigden 1.028 | 866
118,NN CDC,2024,deelnemers_totaal,,12835,gevuld,7,Totaal 12.700 | 12.835
119,Philips,2025,beleggingsrendement_pct,-1.4,-1.6,vervangen,128,"Totaal beleggingsresultaat -1,6 4,9"
119,Philips,2025,nominale_dekkingsgraad_pct,,132.7,gevuld,8,"Actuele dekkingsgraad 132,7% 122,7%"
119,Philips,2025,reele_dekkingsgraad_pct,,92.2,gevuld,8,"Reële dekkingsgraad 92,2% 92,4%"
119,Philips,2025,deelnemers_actief,,11152,gevuld,13,Pensioenopbouwers6 11.152 11.784
119,Philips,2025,deelnemers_slapers,,31801,gevuld,13,Houders premievrije polissen 31.801 32.189
119,Philips,2025,deelnemers_pensioengerechtigd,,45201,gevuld,13,Pensioenontvangers 45.201 46.186
119,Philips,2025,deelnemers_totaal,,88154,gevuld,13,Totaal 88.154 90.159
119,Philips,2024,nominale_dekkingsgraad_pct,,122.7,gevuld,8,"Actuele dekkingsgraad 132,7% 122,7%"
119,Philips,2024,reele_dekkingsgraad_pct,,92.4,gevuld,8,"Reële dekkingsgraad 92,2% 92,4%"
119,Philips,2024,deelnemers_actief,,11784,gevuld,13,Pensioenopbouwers6 11.152 11.784
119,Philips,2024,deelnemers_slapers,,32189,gevuld,13,Houders premievrije polissen 31.801 32.189
120,Pon,2025,beleggingsrendement_pct,-0.7,-0.98,vervangen,5,"Beleggingsrendement -0,98 12,84 11,72 (kop 2025 2024 2023)"
120,Pon,2025,nominale_dekkingsgraad_pct,,122.6,gevuld,5,"Aanwezige dekkingsgraad (in %) 122,6 110,3 110,0"
120,Pon,2025,reele_dekkingsgraad_pct,,86.5,gevuld,5,"Reële dekkingsgraad (in %) 86,5 85,1 83,6"
120,Pon,2025,deelnemers_actief,,4372,gevuld,5,Deelnemers 4.372 4.181 4.116
120,Pon,2025,deelnemers_pensioengerechtigd,1084,1303,vervangen,5,Pensioengerechtigden 1.303 1.309 1.220
120,Pon,2025,deelnemers_totaal,10759,11157,vervangen,5,Totaal deelnemers 11.157 11.204 10.859
120,Pon,2024,nominale_dekkingsgraad_pct,,110.3,gevuld,5,"Aanwezige dekkingsgraad (in %) 122,6 110,3 110,0"
120,Pon,2024,reele_dekkingsgraad_pct,,85.1,gevuld,5,"Reële dekkingsgraad (in %) 86,5 85,1 83,6"
120,Pon,2024,deelnemers_actief,,4181,gevuld,5,Deelnemers 4.372 4.181 4.116
120,Pon,2024,deelnemers_pensioengerechtigd,,1309,gevuld,5,Pensioengerechtigden 1.303 1.309 1.220
120,Pon,2024,deelnemers_totaal,,11204,gevuld,5,Totaal deelnemers 11.157 11.204 10.859
121,PostNL,2025,beleggingsrendement_pct,-3.3,-3.5,vervangen,7,"Jaarrendement in % 2025 -3,5 | 2024 7,1"
121,PostNL,2025,nominale_dekkingsgraad_pct,,135.6,gevuld,7,"Dekkingsgraad in % 2025 135,6 | 2024 129,8"
121,PostNL,2025,reele_dekkingsgraad_pct,,102.0,gevuld,76,"Reële dekkingsgraad 31-12-2025 102,0% | 31-12-2024 101,0%"
121,PostNL,2025,deelnemers_actief,17734,17111,vervangen,7,"Deelnemers, actief en voortgezet 2025 17.111 | 2024 17.734"
121,PostNL,2025,deelnemers_slapers,38657,37969,vervangen,7,Gewezen deelnemers (slapers) 2025 37.969 | 2024 38.657
121,PostNL,2025,deelnemers_pensioengerechtigd,36519,37867,vervangen,7,Pensioengerechtigden 2025 37.867 | 2024 36.519
121,PostNL,2024,nominale_dekkingsgraad_pct,,129.8,gevuld,7,"Dekkingsgraad in % 2025 135,6 | 2024 129,8"
121,PostNL,2024,reele_dekkingsgraad_pct,,101.0,gevuld,76,"Reële dekkingsgraad 31-12-2025 102,0% | 31-12-2024 101,0%"
122,Provisum,2025,beleidsdekkingsgraad_pct,153.1,152.8,vervangen,5,"Beleidsdekkingsgraad 152,8% 147,6% 143,9%"
122,Provisum,2025,nominale_dekkingsgraad_pct,,159.6,gevuld,5,"Dekkingsgraad 159,6% 146,0% 143,6%"
122,Provisum,2025,reele_dekkingsgraad_pct,,131.1,gevuld,5,"Reële dekkingsgraad** 131,1% 129,0% 124,9%"
122,Provisum,2025,deelnemers_slapers,4081,3924,vervangen,5,Gewezen deelnemers met premievrije aanspraken (slapers) 3.924 4.081 3.942
122,Provisum,2025,deelnemers_pensioengerechtigd,2978,3036,vervangen,5,Pensioengerechtigden 3.036 2.978 2.936
122,Provisum,2025,deelnemers_totaal,9358,9239,vervangen,5,Totaal 9.239 9.358 9.058
122,Provisum,2024,nominale_dekkingsgraad_pct,,146.0,gevuld,5,"Dekkingsgraad 159,6% 146,0% 143,6%"
122,Provisum,2024,reele_dekkingsgraad_pct,,129.0,gevuld,5,"Reële dekkingsgraad** 131,1% 129,0% 124,9%"
122,Provisum,2024,deelnemers_totaal,,9358,gevuld,5,Totaal 9.239 9.358 9.058
123,Rabobank,2025,reele_dekkingsgraad_pct,,90.5,gevuld,6,"Reële dekkingsgraad (wettelijk) in % 90,5 88,2 87,5"
124,Robeco,2025,beleggingsrendement_pct,-4.6,-4.85,vervangen,5,"Beleggingsrendement risico pensioenfonds - Beleggingsrendement netto 2025 -4,85% | 2024 10,81%"
124,Robeco,2025,nominale_dekkingsgraad_pct,,159.9,gevuld,5,"Actuele dekkingsgraad 2025 159,9% | 2024 149,5%"
124,Robeco,2025,reele_dekkingsgraad_pct,,106.0,gevuld,35,"Reële dekkingsgraad UFR 2025 106,0 | 2024 111,1"
124,Robeco,2025,vereiste_dekkingsgraad_pct,113.9,112.0,vervangen,5,"Vereiste dekkingsgraad 2025 112,0% | 2024 111,0%"
124,Robeco,2025,deelnemers_actief,,801,gevuld,4,Deelnemers 2025 801 | 2024 788
124,Robeco,2025,deelnemers_slapers,23,1831,vervangen,4,Gewezen deelnemers 2025 1.831 | 2024 1.911
124,Robeco,2025,deelnemers_pensioengerechtigd,8800,492,vervangen,4,Pensioengerechtigden 2025 492 | 2024 388
124,Robeco,2025,deelnemers_totaal,8868,3124,vervangen,4,Totaal 2025 3.124 | 2024 3.087
124,Robeco,2024,nominale_dekkingsgraad_pct,,149.5,gevuld,5,"Actuele dekkingsgraad 2025 159,9% | 2024 149,5%"
124,Robeco,2024,reele_dekkingsgraad_pct,,111.1,gevuld,35,"Reële dekkingsgraad UFR 2025 106,0 | 2024 111,1"
124,Robeco,2024,deelnemers_actief,,788,gevuld,4,Deelnemers 2025 801 | 2024 788
124,Robeco,2024,deelnemers_totaal,,3087,gevuld,4,Totaal 2025 3.124 | 2024 3.087
125,Rockwool,2025,nominale_dekkingsgraad_pct,,125.1,gevuld,8,"Dekkingsgraad FTK 1) 125,1% 114,0%"
125,Rockwool,2025,reele_dekkingsgraad_pct,,89.8,gevuld,9,"Einde 2025 bedroeg de reële dekkingsgraad 89,8% (einde 2024 was dit 84,7%)"
125,Rockwool,2025,deelnemers_actief,,1206,gevuld,7,Deelnemers 1.206 1.212
125,Rockwool,2025,deelnemers_slapers,,976,gevuld,7,Gewezen deelnemers 976 982
125,Rockwool,2025,deelnemers_pensioengerechtigd,,1128,gevuld,7,Pensioengerechtigden 1.128 1.077
125,Rockwool,2025,deelnemers_totaal,,3310,gevuld,7,Totaal aantal verzekerden 3.310 3.271
125,Rockwool,2024,nominale_dekkingsgraad_pct,,114.0,gevuld,8,"Dekkingsgraad FTK 1) 125,1% 114,0%"
125,Rockwool,2024,reele_dekkingsgraad_pct,,84.7,gevuld,9,"Einde 2025 bedroeg de reële dekkingsgraad 89,8% (einde 2024 was dit 84,7%)"
125,Rockwool,2024,deelnemers_actief,,1212,gevuld,7,Deelnemers 1.206 1.212
125,Rockwool,2024,deelnemers_slapers,,982,gevuld,7,Gewezen deelnemers 976 982
125,Rockwool,2024,deelnemers_pensioengerechtigd,,1077,gevuld,7,Pensioengerechtigden 1.128 1.077
125,Rockwool,2024,deelnemers_totaal,,3271,gevuld,7,Totaal aantal verzekerden 3.310 3.271
126,SABIC,2025,beleggingsrendement_pct,-3.1,-2.3,vervangen,21,"Beleggingsrendement in % Portefeuille -2,3% 6,3%"
126,SABIC,2025,beleidsdekkingsgraad_pct,124.2,124.0,vervangen,21,"Beleidsdekkingsgraad 124,0% 119,7%"
126,SABIC,2025,nominale_dekkingsgraad_pct,,129.8,gevuld,21,"Dekkingsgraad 129,8% 117,1%"
126,SABIC,2025,reele_dekkingsgraad_pct,,92.1,gevuld,55,"SPF berekende die overeenkomstig artikel 133b van de Pensioenwet op 92,1%"
126,SABIC,2025,deelnemers_actief,2868,2664,vervangen,21,Actieven 2.664 2.868
126,SABIC,2025,deelnemers_slapers,3345,3389,vervangen,21,Gewezen Deelnemers (slapers) 3.389 3.345
126,SABIC,2025,deelnemers_pensioengerechtigd,2589,2746,vervangen,21,Pensioengerechtigden 2.746 2.589
126,SABIC,2024,deelnemers_actief,,2868,gevuld,21,Actieven 2.664 2.868
126,SABIC,2024,deelnemers_slapers,,3345,gevuld,21,Gewezen Deelnemers (slapers) 3.389 3.345
126,SABIC,2024,deelnemers_pensioengerechtigd,,2589,gevuld,21,Pensioengerechtigden 2.746 2.589
127,Sagittarius,2025,beleggingsrendement_pct,8.0,8.9,vervangen,6,"Beleggingsrendementen - Na aftrek kosten 8,9% | 4,0%"
127,Sagittarius,2025,nominale_dekkingsgraad_pct,,151.8,gevuld,6,"Dekkingsgraad actueel 151,8% | 128,7%"
127,Sagittarius,2025,reele_dekkingsgraad_pct,,105.8,gevuld,6,"Reële dekkingsgraad 105,8% | 100,0%"
127,Sagittarius,2025,deelnemers_actief,5005,22,vervangen,6,Deelnemers 22 | 412
127,Sagittarius,2025,deelnemers_slapers,1271,1607,vervangen,6,Gewezen deelnemers 1.607 | 1.271
127,Sagittarius,2025,deelnemers_pensioengerechtigd,22,1676,vervangen,6,Pensioengerechtigden 1.676 | 1.669
127,Sagittarius,2025,deelnemers_totaal,6298,3305,vervangen,6,Aantal verzekerden (totaal) 3.305 | 3.352
127,Sagittarius,2024,nominale_dekkingsgraad_pct,,128.7,gevuld,6,"Dekkingsgraad actueel 151,8% | 128,7%"
127,Sagittarius,2024,deelnemers_actief,,412,gevuld,6,Deelnemers 22 | 412
127,Sagittarius,2024,deelnemers_slapers,,1271,gevuld,6,Gewezen deelnemers 1.607 | 1.271
127,Sagittarius,2024,deelnemers_pensioengerechtigd,,1669,gevuld,6,Pensioengerechtigden 1.676 | 1.669
127,Sagittarius,2024,deelnemers_totaal,,3352,gevuld,6,Aantal verzekerden (totaal) 3.305 | 3.352
128,Smurfit Kappa,2025,nominale_dekkingsgraad_pct,,134.1,gevuld,7,"Actuele Dekkingsgraad 134,1% 124,6%"
128,Smurfit Kappa,2025,reele_dekkingsgraad_pct,,99.4,gevuld,18,"Ultimo 2025 bedroeg de reële dekkingsgraad 99,4%. Ultimo 2024 was dit 98,5%"
128,Smurfit Kappa,2025,deelnemers_actief,2211,2175,vervangen,6,Actieve deelnemers 2.175 2.211
128,Smurfit Kappa,2025,deelnemers_slapers,2246,2285,vervangen,6,Gewezen deelnemers 2.285 2.246
128,Smurfit Kappa,2025,deelnemers_pensioengerechtigd,1740,1841,vervangen,6,Pensioengerechtigden 1.841 1.740
128,Smurfit Kappa,2025,deelnemers_totaal,6197,6301,vervangen,6,Totaal 6.301 6.197
128,Smurfit Kappa,2024,nominale_dekkingsgraad_pct,,124.6,gevuld,7,"Actuele Dekkingsgraad 134,1% 124,6%"
128,Smurfit Kappa,2024,reele_dekkingsgraad_pct,,98.5,gevuld,18,"Ultimo 2025 bedroeg de reële dekkingsgraad 99,4%. Ultimo 2024 was dit 98,5%"
128,Smurfit Kappa,2024,deelnemers_actief,,2211,gevuld,6,Actieve deelnemers 2.175 2.211
128,Smurfit Kappa,2024,deelnemers_slapers,,2246,gevuld,6,Gewezen deelnemers 2.285 2.246
128,Smurfit Kappa,2024,deelnemers_pensioengerechtigd,,1740,gevuld,6,Pensioengerechtigden 1.841 1.740
128,Smurfit Kappa,2024,deelnemers_totaal,,6197,gevuld,6,Totaal 6.301 6.197
129,SNS REAAL,2025,nominale_dekkingsgraad_pct,,135.7,gevuld,7,"Nominale dekkingsgraad marktrente incl. UFR 135,7% 118,2%"
129,SNS REAAL,2025,reele_dekkingsgraad_pct,,92.5,gevuld,7,"Reële dekkingsgraad 92,5% 75,1%"
130,Sportfondsen,2025,beleggingsrendement_pct,4.7,4.4,vervangen,5,"Beleggingsperformance1 Beleggingsrendement 4,40% 12,19% 12,20% (kop 2025 2024 2023; voetnoot: betreffen de beleggingen in eigen beheer)"
130,Sportfondsen,2025,nominale_dekkingsgraad_pct,,138.6,gevuld,4,"Dekkingsgraad 138,6% 127,4% 126,2%"
130,Sportfondsen,2025,reele_dekkingsgraad_pct,,96.9,gevuld,4,"Reële dekkingsgraad 96,9% 96,3% 93,1%"
130,Sportfondsen,2025,deelnemers_actief,3075,3150,vervangen,4,Deelnemers1 3.150 3.075 1.944
130,Sportfondsen,2025,deelnemers_slapers,3252,3522,vervangen,4,Gewezen deelnemers 3.522 3.252 2.950
130,Sportfondsen,2025,deelnemers_pensioengerechtigd,1499,1575,vervangen,4,Pensioengerechtigden 1.575 1.499 1.427
130,Sportfondsen,2025,deelnemers_totaal,7826,8247,vervangen,4,Totaal aantal deelnemers 8.247 7.826 6.321
130,Sportfondsen,2024,nominale_dekkingsgraad_pct,,127.4,gevuld,4,"Dekkingsgraad 138,6% 127,4% 126,2%"
130,Sportfondsen,2024,deelnemers_actief,,3075,gevuld,4,Deelnemers1 3.150 3.075 1.944
130,Sportfondsen,2024,deelnemers_slapers,,3252,gevuld,4,Gewezen deelnemers 3.522 3.252 2.950
130,Sportfondsen,2024,deelnemers_pensioengerechtigd,,1499,gevuld,4,Pensioengerechtigden 1.575 1.499 1.427
130,Sportfondsen,2024,deelnemers_totaal,,7826,gevuld,4,Totaal aantal deelnemers 8.247 7.826 6.321
132,Thales Nederland,2025,beleggingsrendement_pct,-0.5,-0.7,vervangen,4,"Totaal beleggingsrendement (in %) -0,7% | 8,9%"
132,Thales Nederland,2025,nominale_dekkingsgraad_pct,,137.9,gevuld,4,"Actuele dekkingsgraad 137,9% | 126,3%"
132,Thales Nederland,2025,vereiste_dekkingsgraad_pct,120.5,120.1,vervangen,4,"Vereiste dekkingsgraad o.b.v. werkelijke beleggingsmix 120,1% | 120,5%"
132,Thales Nederland,2024,nominale_dekkingsgraad_pct,,126.3,gevuld,4,"Actuele dekkingsgraad 137,9% | 126,3%"
133,TNO,2025,beleggingsrendement_pct,-1.1,-1.4,vervangen,12,"Beleggingsrendement -1,4% 9,1% 11,5% -19,1% 8,6% (2025..2021)"
133,TNO,2025,nominale_dekkingsgraad_pct,,137.1,gevuld,13,"Dekkingsgraad 137,1% 124,1% 120,1% 133,6% 122,3%"
133,TNO,2025,reele_dekkingsgraad_pct,,94.1,gevuld,13,"Reële dekkingsgraad 94,1% 92,2% 92,4% 90,5% 92,1%"
133,TNO,2025,vereiste_dekkingsgraad_pct,119.4,120.0,vervangen,13,"Vereiste dekkingsgraad 120,0% 119,4% 120,5% 121,1% 120,3%"
133,TNO,2025,deelnemers_actief,5819,6046,vervangen,12,Actieve deelnemers 6.046 5.819 5.590
133,TNO,2025,deelnemers_pensioengerechtigd,5700,5875,vervangen,12,Pensioengerechtigden 5.875 5.700 5.621
133,TNO,2025,deelnemers_totaal,18839,19249,vervangen,12,Totaal 19.249 18.839 18.384
133,TNO,2024,nominale_dekkingsgraad_pct,,124.1,gevuld,13,"Dekkingsgraad 137,1% 124,1% 120,1% 133,6% 122,3%"
133,TNO,2024,reele_dekkingsgraad_pct,,92.2,gevuld,13,"Reële dekkingsgraad 94,1% 92,2% 92,4% 90,5% 92,1%"
133,TNO,2024,deelnemers_actief,,5819,gevuld,12,Actieve deelnemers 6.046 5.819 5.590
133,TNO,2024,deelnemers_pensioengerechtigd,,5700,gevuld,12,Pensioengerechtigden 5.875 5.700 5.621
133,TNO,2024,deelnemers_totaal,,18839,gevuld,12,Totaal 19.249 18.839 18.384
135,UWV,2025,nominale_dekkingsgraad_pct,,124.5,gevuld,8,"Actuele dekkingsgraad 124,5% 117,3% 116,6%"
135,UWV,2025,reele_dekkingsgraad_pct,,90.9,gevuld,8,"Reële dekkingsgraad 90,9% 90,3% 90,7%"
135,UWV,2025,vereiste_dekkingsgraad_pct,115.6,115.2,vervangen,8,"Strategisch vereiste dekkingsgraad 115,2% 115,5% 117,0%"
135,UWV,2025,deelnemers_actief,,23911,gevuld,8,"Deelnemers, actief en voortgezet 23.911 23.295 22.950"
135,UWV,2025,deelnemers_slapers,,18792,gevuld,8,Gewezen deelnemers 18.792 18.982 18.583
135,UWV,2025,deelnemers_pensioengerechtigd,,18908,gevuld,8,Pensioengerechtigden 18.908 18.050 17.298
135,UWV,2025,deelnemers_totaal,,61611,gevuld,8,Totaal aantal 61.611 60.327 58.831
